"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2011/09/08","18:06","0.604","-","0.99"
"2011/09/08","18:12","0.631","-","0.93"
"2011/09/08","18:18","0.661","-","0.93"
"2011/09/08","18:24","0.695","-","0.91"
"2011/09/08","18:30","0.731","-","0.92"
"2011/09/08","18:36","0.77","-","0.91"
"2011/09/08","18:42","0.812","-","0.91"
"2011/09/08","18:48","0.856","-","0.96"
"2011/09/08","18:54","0.903","-","1.03"
"2011/09/08","19:00","0.951","-","1.04"
"2011/09/08","19:06","1.001","-","1.11"
"2011/09/08","19:12","1.052","-","1.15"
"2011/09/08","19:18","1.105","-","1.24"
"2011/09/08","19:24","1.159","-","1.33"
"2011/09/08","19:30","1.214","-","1.39"
"2011/09/08","19:36","1.27","-","1.48"
"2011/09/08","19:42","1.326","-","1.54"
"2011/09/08","19:48","1.383","-","1.59"
"2011/09/08","19:54","1.441","-","1.64"
"2011/09/08","20:00","1.499","-","1.7"
"2011/09/08","20:06","1.557","-","1.73"
"2011/09/08","20:12","1.616","-","1.83"
"2011/09/08","20:18","1.675","-","1.9"
"2011/09/08","20:24","1.734","-","2.01"
"2011/09/08","20:30","1.794","-","2.1"
"2011/09/08","20:36","1.853","-","2.14"
"2011/09/08","20:42","1.912","-","2.2"
"2011/09/08","20:48","1.972","-","2.29"
"2011/09/08","20:54","2.031","-","2.4"
"2011/09/08","21:00","2.09","-","2.48"
"2011/09/08","21:06","2.149","-","2.55"
"2011/09/08","21:12","2.207","-","2.64"
"2011/09/08","21:18","2.264","-","2.68"
"2011/09/08","21:24","2.321","-","2.76"
"2011/09/08","21:30","2.377","-","2.82"
"2011/09/08","21:36","2.431","-","2.84"
"2011/09/08","21:42","2.485","-","2.85"
"2011/09/08","21:48","2.536","-","2.88"
"2011/09/08","21:54","2.586","-","2.91"
"2011/09/08","22:00","2.634","-","2.95"
"2011/09/08","22:06","2.68","-","3.02"
"2011/09/08","22:12","2.724","-","3.05"
"2011/09/08","22:18","2.764","-","3.07"
"2011/09/08","22:24","2.802","-","3.1"
"2011/09/08","22:30","2.837","-","3.11"
"2011/09/08","22:36","2.869","-","3.18"
"2011/09/08","22:42","2.898","-","3.17"
"2011/09/08","22:48","2.923","-","3.16"
"2011/09/08","22:54","2.945","-","3.16"
"2011/09/08","23:00","2.963","-","3.21"
"2011/09/08","23:06","2.978","-","3.26"
"2011/09/08","23:12","2.989","-","3.23"
"2011/09/08","23:18","2.997","-","3.26"
"2011/09/08","23:24","3.001","-","3.25"
"2011/09/08","23:30","3.002","-","3.24"
"2011/09/08","23:36","3","-","3.26"
"2011/09/08","23:42","2.995","-","3.25"
"2011/09/08","23:48","2.986","-","3.3"
"2011/09/08","23:54","2.975","-","3.28"
"2011/09/09","00:00","2.962","-","3.27"
"2011/09/09","00:06","2.946","-","3.3"
"2011/09/09","00:12","2.928","-","3.25"
"2011/09/09","00:18","2.909","-","3.2"
"2011/09/09","00:24","2.887","-","3.16"
"2011/09/09","00:30","2.864","-","3.07"
"2011/09/09","00:36","2.84","-","3.06"
"2011/09/09","00:42","2.814","-","3.01"
"2011/09/09","00:48","2.787","-","3.01"
"2011/09/09","00:54","2.759","-","3.02"
"2011/09/09","01:00","2.73","-","2.97"
"2011/09/09","01:06","2.7","-","2.92"
"2011/09/09","01:12","2.669","-","2.88"
"2011/09/09","01:18","2.637","-","2.83"
"2011/09/09","01:24","2.604","-","2.81"
"2011/09/09","01:30","2.57","-","2.75"
"2011/09/09","01:36","2.535","-","2.75"
"2011/09/09","01:42","2.499","-","2.72"
"2011/09/09","01:48","2.462","-","2.7"
"2011/09/09","01:54","2.423","-","2.64"
"2011/09/09","02:00","2.383","-","2.59"
"2011/09/09","02:06","2.341","-","2.59"
"2011/09/09","02:12","2.297","-","2.54"
"2011/09/09","02:18","2.252","-","2.57"
"2011/09/09","02:24","2.205","-","2.52"
"2011/09/09","02:30","2.155","-","2.5"
"2011/09/09","02:36","2.104","-","2.46"
"2011/09/09","02:42","2.051","-","2.43"
"2011/09/09","02:48","1.996","-","2.39"
"2011/09/09","02:54","1.939","-","2.36"
"2011/09/09","03:00","1.88","-","2.28"
"2011/09/09","03:06","1.819","-","2.25"
"2011/09/09","03:12","1.757","-","2.23"
"2011/09/09","03:18","1.693","-","2.21"
"2011/09/09","03:24","1.628","-","2.23"
"2011/09/09","03:30","1.561","-","2.22"
"2011/09/09","03:36","1.494","-","2.15"
"2011/09/09","03:42","1.426","-","2.1"
"2011/09/09","03:48","1.358","-","2.05"
"2011/09/09","03:54","1.29","-","1.97"
"2011/09/09","04:00","1.222","-","1.94"
"2011/09/09","04:06","1.155","-","1.86"
"2011/09/09","04:12","1.089","-","1.81"
"2011/09/09","04:18","1.024","-","1.77"
"2011/09/09","04:24","0.96","-","1.71"
"2011/09/09","04:30","0.899","-","1.65"
"2011/09/09","04:36","0.84","-","1.6"
"2011/09/09","04:42","0.783","-","1.55"
"2011/09/09","04:48","0.73","-","1.51"
"2011/09/09","04:54","0.679","-","1.48"
"2011/09/09","05:00","0.632","-","1.43"
"2011/09/09","05:06","0.588","-","1.36"
"2011/09/09","05:12","0.549","-","1.33"
"2011/09/09","05:18","0.513","-","1.29"
"2011/09/09","05:24","0.482","-","1.24"
"2011/09/09","05:30","0.455","-","1.23"
"2011/09/09","05:36","0.433","-","1.17"
"2011/09/09","05:42","0.415","-","1.14"
"2011/09/09","05:48","0.402","-","1.14"
"2011/09/09","05:54","0.393","-","1.08"
"2011/09/09","06:00","0.389","-","1.08"
"2011/09/09","06:06","0.389","-","1.05"
"2011/09/09","06:12","0.394","-","1"
"2011/09/09","06:18","0.403","-","1.01"
"2011/09/09","06:24","0.416","-","0.97"
"2011/09/09","06:30","0.433","-","1.01"
"2011/09/09","06:36","0.455","-","1"
"2011/09/09","06:42","0.48","-","1.01"
"2011/09/09","06:48","0.508","-","1.08"
"2011/09/09","06:54","0.54","-","1.06"
"2011/09/09","07:00","0.575","-","1.1"
"2011/09/09","07:06","0.612","-","1.14"
"2011/09/09","07:12","0.653","-","1.13"
"2011/09/09","07:18","0.695","-","1.16"
"2011/09/09","07:24","0.74","-","1.2"
"2011/09/09","07:30","0.787","-","1.21"
"2011/09/09","07:36","0.836","-","1.28"
"2011/09/09","07:42","0.886","-","1.34"
"2011/09/09","07:48","0.938","-","1.39"
"2011/09/09","07:54","0.991","-","1.49"
"2011/09/09","08:00","1.045","-","1.54"
"2011/09/09","08:06","1.1","-","1.63"
"2011/09/09","08:12","1.156","-","1.74"
"2011/09/09","08:18","1.213","-","1.76"
"2011/09/09","08:24","1.27","-","1.82"
"2011/09/09","08:30","1.328","-","1.87"
"2011/09/09","08:36","1.386","-","1.98"
"2011/09/09","08:42","1.445","-","2.04"
"2011/09/09","08:48","1.504","-","2.11"
"2011/09/09","08:54","1.563","-","2.23"
"2011/09/09","09:00","1.622","-","2.3"
"2011/09/09","09:06","1.681","-","2.35"
"2011/09/09","09:12","1.74","-","2.4"
"2011/09/09","09:18","1.799","-","2.39"
"2011/09/09","09:24","1.858","-","2.42"
"2011/09/09","09:30","1.917","-","2.49"
"2011/09/09","09:36","1.974","-","2.5"
"2011/09/09","09:42","2.032","-","2.6"
"2011/09/09","09:48","2.088","-","2.65"
"2011/09/09","09:54","2.143","-","2.7"
"2011/09/09","10:00","2.197","-","2.72"
"2011/09/09","10:06","2.25","-","2.7"
"2011/09/09","10:12","2.301","-","2.8"
"2011/09/09","10:18","2.35","-","2.83"
"2011/09/09","10:24","2.397","-","2.85"
"2011/09/09","10:30","2.442","-","2.93"
"2011/09/09","10:36","2.485","-","2.94"
"2011/09/09","10:42","2.524","-","2.97"
"2011/09/09","10:48","2.562","-","2.99"
"2011/09/09","10:54","2.596","-","3.02"
"2011/09/09","11:00","2.626","-","3.06"
"2011/09/09","11:06","2.654","-","3.07"
"2011/09/09","11:12","2.678","-","3.09"
"2011/09/09","11:18","2.699","-","3.11"
"2011/09/09","11:24","2.717","-","3.17"
"2011/09/09","11:30","2.731","-","3.21"
"2011/09/09","11:36","2.742","-","3.24"
"2011/09/09","11:42","2.749","-","3.22"
"2011/09/09","11:48","2.753","-","3.24"
"2011/09/09","11:54","2.754","-","3.24"
"2011/09/09","12:00","2.751","-","3.25"
"2011/09/09","12:06","2.746","-","3.26"
"2011/09/09","12:12","2.739","-","3.29"
"2011/09/09","12:18","2.728","-","3.28"
"2011/09/09","12:24","2.716","-","3.3"
"2011/09/09","12:30","2.701","-","3.26"
"2011/09/09","12:36","2.684","-","3.26"
"2011/09/09","12:42","2.666","-","3.25"
"2011/09/09","12:48","2.647","-","3.24"
"2011/09/09","12:54","2.626","-","3.21"
"2011/09/09","13:00","2.603","-","3.22"
"2011/09/09","13:06","2.58","-","3.19"
"2011/09/09","13:12","2.556","-","3.19"
"2011/09/09","13:18","2.531","-","3.19"
"2011/09/09","13:24","2.506","-","3.16"
"2011/09/09","13:30","2.479","-","3.08"
"2011/09/09","13:36","2.453","-","3.03"
"2011/09/09","13:42","2.425","-","2.95"
"2011/09/09","13:48","2.397","-","2.93"
"2011/09/09","13:54","2.368","-","2.89"
"2011/09/09","14:00","2.338","-","2.87"
"2011/09/09","14:06","2.307","-","2.82"
"2011/09/09","14:12","2.276","-","2.79"
"2011/09/09","14:18","2.243","-","2.75"
"2011/09/09","14:24","2.209","-","2.71"
"2011/09/09","14:30","2.173","-","2.7"
"2011/09/09","14:36","2.136","-","2.64"
"2011/09/09","14:42","2.098","-","2.59"
"2011/09/09","14:48","2.058","-","2.58"
"2011/09/09","14:54","2.016","-","2.52"
"2011/09/09","15:00","1.972","-","2.46"
"2011/09/09","15:06","1.926","-","2.4"
"2011/09/09","15:12","1.879","-","2.36"
"2011/09/09","15:18","1.83","-","2.29"
"2011/09/09","15:24","1.779","-","2.22"
"2011/09/09","15:30","1.726","-","2.13"
"2011/09/09","15:36","1.672","-","2.08"
"2011/09/09","15:42","1.616","-","2.03"
"2011/09/09","15:48","1.559","-","1.99"
"2011/09/09","15:54","1.501","-","1.93"
"2011/09/09","16:00","1.442","-","1.9"
"2011/09/09","16:06","1.382","-","1.82"
"2011/09/09","16:12","1.322","-","1.78"
"2011/09/09","16:18","1.262","-","1.7"
"2011/09/09","16:24","1.202","-","1.65"
"2011/09/09","16:30","1.142","-","1.58"
"2011/09/09","16:36","1.083","-","1.52"
"2011/09/09","16:42","1.026","-","1.49"
"2011/09/09","16:48","0.969","-","1.44"
"2011/09/09","16:54","0.915","-","1.43"
"2011/09/09","17:00","0.862","-","1.36"
"2011/09/09","17:06","0.812","-","1.29"
"2011/09/09","17:12","0.765","-","1.24"
"2011/09/09","17:18","0.72","-","1.22"
"2011/09/09","17:24","0.679","-","1.17"
"2011/09/09","17:30","0.641","-","1.18"
"2011/09/09","17:36","0.607","-","1.13"
"2011/09/09","17:42","0.576","-","1.11"
"2011/09/09","17:48","0.55","-","1.11"
"2011/09/09","17:54","0.527","-","1.09"
"2011/09/09","18:00","0.509","-","1.11"
"2011/09/09","18:06","0.495","-","1.1"
"2011/09/09","18:12","0.485","-","1.07"
"2011/09/09","18:18","0.48","-","1.07"
"2011/09/09","18:24","0.479","-","1.06"
"2011/09/09","18:30","0.483","-","1.08"
"2011/09/09","18:36","0.491","-","1.1"
"2011/09/09","18:42","0.503","-","1.09"
"2011/09/09","18:48","0.519","-","1.06"
"2011/09/09","18:54","0.539","-","1.07"
"2011/09/09","19:00","0.563","-","1.08"
"2011/09/09","19:06","0.591","-","1.12"
"2011/09/09","19:12","0.622","-","1.13"
"2011/09/09","19:18","0.656","-","1.12"
"2011/09/09","19:24","0.694","-","1.16"
"2011/09/09","19:30","0.734","-","1.18"
"2011/09/09","19:36","0.778","-","1.22"
"2011/09/09","19:42","0.823","-","1.3"
"2011/09/09","19:48","0.871","-","1.33"
"2011/09/09","19:54","0.921","-","1.36"
"2011/09/09","20:00","0.973","-","1.42"
"2011/09/09","20:06","1.027","-","1.44"
"2011/09/09","20:12","1.082","-","1.56"
"2011/09/09","20:18","1.138","-","1.6"
"2011/09/09","20:24","1.196","-","1.63"
"2011/09/09","20:30","1.254","-","1.69"
"2011/09/09","20:36","1.314","-","1.74"
"2011/09/09","20:42","1.374","-","1.81"
"2011/09/09","20:48","1.435","-","1.89"
"2011/09/09","20:54","1.497","-","1.99"
"2011/09/09","21:00","1.559","-","2.05"
"2011/09/09","21:06","1.621","-","2.1"
"2011/09/09","21:12","1.684","-","2.17"
"2011/09/09","21:18","1.747","-","2.26"
"2011/09/09","21:24","1.809","-","2.35"
"2011/09/09","21:30","1.872","-","2.46"
"2011/09/09","21:36","1.935","-","2.55"
"2011/09/09","21:42","1.997","-","2.6"
"2011/09/09","21:48","2.059","-","2.65"
"2011/09/09","21:54","2.12","-","2.72"
"2011/09/09","22:00","2.181","-","2.79"
"2011/09/09","22:06","2.241","-","2.82"
"2011/09/09","22:12","2.3","-","2.92"
"2011/09/09","22:18","2.358","-","2.96"
"2011/09/09","22:24","2.414","-","3.03"
"2011/09/09","22:30","2.469","-","3.09"
"2011/09/09","22:36","2.522","-","3.16"
"2011/09/09","22:42","2.572","-","3.22"
"2011/09/09","22:48","2.621","-","3.26"
"2011/09/09","22:54","2.667","-","3.29"
"2011/09/09","23:00","2.711","-","3.35"
"2011/09/09","23:06","2.752","-","3.37"
"2011/09/09","23:12","2.789","-","3.43"
"2011/09/09","23:18","2.824","-","3.45"
"2011/09/09","23:24","2.855","-","3.46"
"2011/09/09","23:30","2.882","-","3.44"
"2011/09/09","23:36","2.906","-","3.46"
"2011/09/09","23:42","2.927","-","3.46"
"2011/09/09","23:48","2.944","-","3.5"
"2011/09/09","23:54","2.957","-","3.52"
"2011/09/10","00:00","2.966","-","3.54"
"2011/09/10","00:06","2.972","-","3.55"
"2011/09/10","00:12","2.974","-","3.57"
"2011/09/10","00:18","2.973","-","3.58"
"2011/09/10","00:24","2.969","-","3.59"
"2011/09/10","00:30","2.961","-","3.59"
"2011/09/10","00:36","2.95","-","3.59"
"2011/09/10","00:42","2.937","-","3.61"
"2011/09/10","00:48","2.921","-","3.64"
"2011/09/10","00:54","2.903","-","3.63"
"2011/09/10","01:00","2.882","-","3.64"
"2011/09/10","01:06","2.86","-","3.58"
"2011/09/10","01:12","2.836","-","3.58"
"2011/09/10","01:18","2.81","-","3.58"
"2011/09/10","01:24","2.782","-","3.56"
"2011/09/10","01:30","2.754","-","3.54"
"2011/09/10","01:36","2.724","-","3.52"
"2011/09/10","01:42","2.694","-","3.48"
"2011/09/10","01:48","2.662","-","3.43"
"2011/09/10","01:54","2.63","-","3.39"
"2011/09/10","02:00","2.596","-","3.35"
"2011/09/10","02:06","2.562","-","3.31"
"2011/09/10","02:12","2.527","-","3.28"
"2011/09/10","02:18","2.491","-","3.21"
"2011/09/10","02:24","2.454","-","3.16"
"2011/09/10","02:30","2.417","-","3.13"
"2011/09/10","02:36","2.378","-","3.08"
"2011/09/10","02:42","2.338","-","3.04"
"2011/09/10","02:48","2.296","-","2.99"
"2011/09/10","02:54","2.253","-","2.93"
"2011/09/10","03:00","2.209","-","2.89"
"2011/09/10","03:06","2.163","-","2.83"
"2011/09/10","03:12","2.116","-","2.78"
"2011/09/10","03:18","2.067","-","2.71"
"2011/09/10","03:24","2.016","-","2.65"
"2011/09/10","03:30","1.963","-","2.59"
"2011/09/10","03:36","1.909","-","2.55"
"2011/09/10","03:42","1.853","-","2.49"
"2011/09/10","03:48","1.795","-","2.44"
"2011/09/10","03:54","1.736","-","2.42"
"2011/09/10","04:00","1.675","-","2.37"
"2011/09/10","04:06","1.613","-","2.31"
"2011/09/10","04:12","1.55","-","2.28"
"2011/09/10","04:18","1.486","-","2.21"
"2011/09/10","04:24","1.421","-","2.17"
"2011/09/10","04:30","1.356","-","2.14"
"2011/09/10","04:36","1.29","-","2.09"
"2011/09/10","04:42","1.225","-","2.04"
"2011/09/10","04:48","1.159","-","1.99"
"2011/09/10","04:54","1.095","-","1.93"
"2011/09/10","05:00","1.031","-","1.86"
"2011/09/10","05:06","0.969","-","1.78"
"2011/09/10","05:12","0.908","-","1.7"
"2011/09/10","05:18","0.849","-","1.65"
"2011/09/10","05:24","0.792","-","1.59"
"2011/09/10","05:30","0.738","-","1.55"
"2011/09/10","05:36","0.687","-","1.49"
"2011/09/10","05:42","0.638","-","1.44"
"2011/09/10","05:48","0.593","-","1.41"
"2011/09/10","05:54","0.552","-","1.4"
"2011/09/10","06:00","0.514","-","1.37"
"2011/09/10","06:06","0.481","-","1.33"
"2011/09/10","06:12","0.451","-","1.3"
"2011/09/10","06:18","0.426","-","1.28"
"2011/09/10","06:24","0.405","-","1.25"
"2011/09/10","06:30","0.389","-","1.23"
"2011/09/10","06:36","0.377","-","1.22"
"2011/09/10","06:42","0.37","-","1.18"
"2011/09/10","06:48","0.367","-","1.15"
"2011/09/10","06:54","0.369","-","1.12"
"2011/09/10","07:00","0.375","-","1.11"
"2011/09/10","07:06","0.386","-","1.13"
"2011/09/10","07:12","0.402","-","1.13"
"2011/09/10","07:18","0.421","-","1.13"
"2011/09/10","07:24","0.445","-","1.14"
"2011/09/10","07:30","0.472","-","1.17"
"2011/09/10","07:36","0.503","-","1.19"
"2011/09/10","07:42","0.538","-","1.21"
"2011/09/10","07:48","0.576","-","1.21"
"2011/09/10","07:54","0.618","-","1.26"
"2011/09/10","08:00","0.662","-","1.3"
"2011/09/10","08:06","0.708","-","1.37"
"2011/09/10","08:12","0.758","-","1.42"
"2011/09/10","08:18","0.809","-","1.48"
"2011/09/10","08:24","0.863","-","1.55"
"2011/09/10","08:30","0.918","-","1.59"
"2011/09/10","08:36","0.975","-","1.64"
"2011/09/10","08:42","1.033","-","1.71"
"2011/09/10","08:48","1.093","-","1.78"
"2011/09/10","08:54","1.154","-","1.85"
"2011/09/10","09:00","1.215","-","1.91"
"2011/09/10","09:06","1.277","-","1.97"
"2011/09/10","09:12","1.34","-","2.04"
"2011/09/10","09:18","1.404","-","2.1"
"2011/09/10","09:24","1.467","-","2.17"
"2011/09/10","09:30","1.531","-","2.22"
"2011/09/10","09:36","1.595","-","2.27"
"2011/09/10","09:42","1.66","-","2.33"
"2011/09/10","09:48","1.724","-","2.37"
"2011/09/10","09:54","1.787","-","2.44"
"2011/09/10","10:00","1.851","-","2.49"
"2011/09/10","10:06","1.914","-","2.55"
"2011/09/10","10:12","1.976","-","2.62"
"2011/09/10","10:18","2.038","-","2.67"
"2011/09/10","10:24","2.099","-","2.72"
"2011/09/10","10:30","2.159","-","2.77"
"2011/09/10","10:36","2.218","-","2.82"
"2011/09/10","10:42","2.275","-","2.88"
"2011/09/10","10:48","2.331","-","2.91"
"2011/09/10","10:54","2.385","-","2.96"
"2011/09/10","11:00","2.438","-","3"
"2011/09/10","11:06","2.488","-","3.04"
"2011/09/10","11:12","2.536","-","3.07"
"2011/09/10","11:18","2.581","-","3.1"
"2011/09/10","11:24","2.624","-","3.13"
"2011/09/10","11:30","2.663","-","3.17"
"2011/09/10","11:36","2.7","-","3.2"
"2011/09/10","11:42","2.734","-","3.25"
"2011/09/10","11:48","2.764","-","3.26"
"2011/09/10","11:54","2.791","-","3.29"
"2011/09/10","12:00","2.814","-","3.33"
"2011/09/10","12:06","2.833","-","3.35"
"2011/09/10","12:12","2.849","-","3.38"
"2011/09/10","12:18","2.862","-","3.41"
"2011/09/10","12:24","2.871","-","3.43"
"2011/09/10","12:30","2.876","-","3.46"
"2011/09/10","12:36","2.878","-","3.48"
"2011/09/10","12:42","2.876","-","3.48"
"2011/09/10","12:48","2.871","-","3.48"
"2011/09/10","12:54","2.863","-","3.49"
"2011/09/10","13:00","2.853","-","3.51"
"2011/09/10","13:06","2.839","-","3.5"
"2011/09/10","13:12","2.823","-","3.52"
"2011/09/10","13:18","2.805","-","3.5"
"2011/09/10","13:24","2.785","-","3.47"
"2011/09/10","13:30","2.763","-","3.45"
"2011/09/10","13:36","2.739","-","3.44"
"2011/09/10","13:42","2.714","-","3.39"
"2011/09/10","13:48","2.687","-","3.36"
"2011/09/10","13:54","2.659","-","3.33"
"2011/09/10","14:00","2.63","-","3.3"
"2011/09/10","14:06","2.601","-","3.27"
"2011/09/10","14:12","2.57","-","3.23"
"2011/09/10","14:18","2.539","-","3.18"
"2011/09/10","14:24","2.507","-","3.15"
"2011/09/10","14:30","2.474","-","3.1"
"2011/09/10","14:36","2.441","-","3.04"
"2011/09/10","14:42","2.407","-","2.97"
"2011/09/10","14:48","2.372","-","2.92"
"2011/09/10","14:54","2.337","-","2.85"
"2011/09/10","15:00","2.3","-","2.79"
"2011/09/10","15:06","2.262","-","2.73"
"2011/09/10","15:12","2.224","-","2.68"
"2011/09/10","15:18","2.184","-","2.63"
"2011/09/10","15:24","2.143","-","2.57"
"2011/09/10","15:30","2.1","-","2.53"
"2011/09/10","15:36","2.057","-","2.5"
"2011/09/10","15:42","2.011","-","2.45"
"2011/09/10","15:48","1.964","-","2.41"
"2011/09/10","15:54","1.916","-","2.36"
"2011/09/10","16:00","1.865","-","2.31"
"2011/09/10","16:06","1.814","-","2.25"
"2011/09/10","16:12","1.76","-","2.2"
"2011/09/10","16:18","1.705","-","2.15"
"2011/09/10","16:24","1.649","-","2.1"
"2011/09/10","16:30","1.592","-","2.03"
"2011/09/10","16:36","1.533","-","1.97"
"2011/09/10","16:42","1.474","-","1.92"
"2011/09/10","16:48","1.413","-","1.87"
"2011/09/10","16:54","1.353","-","1.81"
"2011/09/10","17:00","1.292","-","1.75"
"2011/09/10","17:06","1.23","-","1.69"
"2011/09/10","17:12","1.17","-","1.65"
"2011/09/10","17:18","1.109","-","1.59"
"2011/09/10","17:24","1.05","-","1.54"
"2011/09/10","17:30","0.991","-","1.46"
"2011/09/10","17:36","0.935","-","1.41"
"2011/09/10","17:42","0.879","-","1.36"
"2011/09/10","17:48","0.826","-","1.31"
"2011/09/10","17:54","0.775","-","1.27"
"2011/09/10","18:00","0.727","-","1.23"
"2011/09/10","18:06","0.682","-","1.19"
"2011/09/10","18:12","0.64","-","1.14"
"2011/09/10","18:18","0.601","-","1.1"
"2011/09/10","18:24","0.566","-","1.06"
"2011/09/10","18:30","0.535","-","1.03"
"2011/09/10","18:36","0.507","-","0.98"
"2011/09/10","18:42","0.484","-","0.94"
"2011/09/10","18:48","0.465","-","0.92"
"2011/09/10","18:54","0.451","-","0.9"
"2011/09/10","19:00","0.441","-","0.89"
"2011/09/10","19:06","0.436","-","0.88"
"2011/09/10","19:12","0.435","-","0.89"
"2011/09/10","19:18","0.439","-","0.9"
"2011/09/10","19:24","0.447","-","0.9"
"2011/09/10","19:30","0.459","-","0.91"
"2011/09/10","19:36","0.476","-","0.91"
"2011/09/10","19:42","0.498","-","0.92"
"2011/09/10","19:48","0.523","-","0.94"
"2011/09/10","19:54","0.552","-","0.96"
"2011/09/10","20:00","0.585","-","1.01"
"2011/09/10","20:06","0.622","-","1.02"
"2011/09/10","20:12","0.661","-","1.06"
"2011/09/10","20:18","0.704","-","1.09"
"2011/09/10","20:24","0.75","-","1.13"
"2011/09/10","20:30","0.799","-","1.18"
"2011/09/10","20:36","0.85","-","1.23"
"2011/09/10","20:42","0.904","-","1.26"
"2011/09/10","20:48","0.959","-","1.33"
"2011/09/10","20:54","1.016","-","1.39"
"2011/09/10","21:00","1.075","-","1.47"
"2011/09/10","21:06","1.135","-","1.54"
"2011/09/10","21:12","1.196","-","1.64"
"2011/09/10","21:18","1.258","-","1.73"
"2011/09/10","21:24","1.321","-","1.82"
"2011/09/10","21:30","1.385","-","1.9"
"2011/09/10","21:36","1.449","-","1.99"
"2011/09/10","21:42","1.514","-","2.06"
"2011/09/10","21:48","1.578","-","2.13"
"2011/09/10","21:54","1.643","-","2.21"
"2011/09/10","22:00","1.708","-","2.29"
"2011/09/10","22:06","1.772","-","2.38"
"2011/09/10","22:12","1.837","-","2.45"
"2011/09/10","22:18","1.901","-","2.54"
"2011/09/10","22:24","1.964","-","2.63"
"2011/09/10","22:30","2.027","-","2.71"
"2011/09/10","22:36","2.089","-","2.79"
"2011/09/10","22:42","2.15","-","2.85"
"2011/09/10","22:48","2.21","-","2.91"
"2011/09/10","22:54","2.269","-","2.98"
"2011/09/10","23:00","2.327","-","3.05"
"2011/09/10","23:06","2.383","-","3.13"
"2011/09/10","23:12","2.438","-","3.19"
"2011/09/10","23:18","2.49","-","3.24"
"2011/09/10","23:24","2.541","-","3.28"
"2011/09/10","23:30","2.589","-","3.31"
"2011/09/10","23:36","2.635","-","3.35"
"2011/09/10","23:42","2.679","-","3.38"
"2011/09/10","23:48","2.719","-","3.43"
"2011/09/10","23:54","2.757","-","3.44"
"2011/09/11","00:00","2.791","-","3.48"
"2011/09/11","00:06","2.822","-","3.5"
"2011/09/11","00:12","2.85","-","3.52"
"2011/09/11","00:18","2.874","-","3.55"
"2011/09/11","00:24","2.895","-","3.55"
"2011/09/11","00:30","2.912","-","3.59"
"2011/09/11","00:36","2.925","-","3.58"
"2011/09/11","00:42","2.934","-","3.59"
"2011/09/11","00:48","2.94","-","3.6"
"2011/09/11","00:54","2.942","-","3.63"
"2011/09/11","01:00","2.94","-","3.65"
"2011/09/11","01:06","2.935","-","3.65"
"2011/09/11","01:12","2.926","-","3.66"
"2011/09/11","01:18","2.914","-","3.66"
"2011/09/11","01:24","2.899","-","3.65"
"2011/09/11","01:30","2.882","-","3.64"
"2011/09/11","01:36","2.861","-","3.65"
"2011/09/11","01:42","2.838","-","3.65"
"2011/09/11","01:48","2.813","-","3.62"
"2011/09/11","01:54","2.786","-","3.6"
"2011/09/11","02:00","2.757","-","3.59"
"2011/09/11","02:06","2.726","-","3.56"
"2011/09/11","02:12","2.694","-","3.53"
"2011/09/11","02:18","2.661","-","3.49"
"2011/09/11","02:24","2.626","-","3.46"
"2011/09/11","02:30","2.591","-","3.42"
"2011/09/11","02:36","2.555","-","3.38"
"2011/09/11","02:42","2.518","-","3.34"
"2011/09/11","02:48","2.48","-","3.31"
"2011/09/11","02:54","2.442","-","3.28"
"2011/09/11","03:00","2.403","-","3.24"
"2011/09/11","03:06","2.363","-","3.2"
"2011/09/11","03:12","2.323","-","3.15"
"2011/09/11","03:18","2.282","-","3.11"
"2011/09/11","03:24","2.24","-","3.07"
"2011/09/11","03:30","2.198","-","3.02"
"2011/09/11","03:36","2.154","-","2.96"
"2011/09/11","03:42","2.11","-","2.93"
"2011/09/11","03:48","2.064","-","2.89"
"2011/09/11","03:54","2.017","-","2.84"
"2011/09/11","04:00","1.97","-","2.79"
"2011/09/11","04:06","1.921","-","2.73"
"2011/09/11","04:12","1.87","-","2.71"
"2011/09/11","04:18","1.818","-","2.67"
"2011/09/11","04:24","1.765","-","2.63"
"2011/09/11","04:30","1.711","-","2.6"
"2011/09/11","04:36","1.656","-","2.55"
"2011/09/11","04:42","1.599","-","2.51"
"2011/09/11","04:48","1.541","-","2.46"
"2011/09/11","04:54","1.482","-","2.4"
"2011/09/11","05:00","1.422","-","2.35"
"2011/09/11","05:06","1.362","-","2.29"
"2011/09/11","05:12","1.301","-","2.24"
"2011/09/11","05:18","1.239","-","2.2"
"2011/09/11","05:24","1.178","-","2.15"
"2011/09/11","05:30","1.117","-","2.09"
"2011/09/11","05:36","1.056","-","2.04"
"2011/09/11","05:42","0.996","-","1.97"
"2011/09/11","05:48","0.937","-","1.9"
"2011/09/11","05:54","0.88","-","1.83"
"2011/09/11","06:00","0.824","-","1.78"
"2011/09/11","06:06","0.77","-","1.74"
"2011/09/11","06:12","0.718","-","1.68"
"2011/09/11","06:18","0.669","-","1.61"
"2011/09/11","06:24","0.622","-","1.56"
"2011/09/11","06:30","0.579","-","1.53"
"2011/09/11","06:36","0.539","-","1.48"
"2011/09/11","06:42","0.502","-","1.45"
